"check_id","category","quantity","expected","observed","tolerance","status","source","notes"
"CELL_0110","reported_table_cell","Table 1 61834 R3b","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0111","reported_table_cell","Table 1 61834 HoT","24","24","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0112","reported_table_cell","Table 1 61834 Inner_Bay","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0113","reported_table_cell","Table 1 61834 Outer_Bay","3","3","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0114","reported_table_cell","Table 1 61834 all_SoBI","8","8","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0115","reported_table_cell","Table 1 61834 total_detections","50","50","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0116","reported_table_cell","Table 1 61834 release_Rx1_days","1.43","1.434155092592593","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0117","reported_table_cell","Table 1 61834 release_HoT_days","3.62","3.617407407407407","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0118","reported_table_cell","Table 1 61834 HoT_inner_days",NA,NA,"0.500000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0119","reported_table_cell","Table 1 61834 HoT_outer_days","5.46","5.456030092592592","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0120","reported_table_cell","Table 1 61834 HoT_SoBI_days","32.83","32.83325231481481","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0121","reported_table_cell","Table 1 61835 fish_id","61835","61835","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0122","reported_table_cell","Table 1 61835 fork_length_mm","139","139","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0123","reported_table_cell","Table 1 61835 weight_g","21","21","0.500000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0124","reported_table_cell","Table 1 61835 RP1","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0125","reported_table_cell","Table 1 61835 all_MM","10","10","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0126","reported_table_cell","Table 1 61835 Rx1","4","4","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0127","reported_table_cell","Table 1 61835 R1a","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0128","reported_table_cell","Table 1 61835 R1b","7","7","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0129","reported_table_cell","Table 1 61835 R2a","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0130","reported_table_cell","Table 1 61835 Rx2b","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0131","reported_table_cell","Table 1 61835 Rx2a","3","3","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0132","reported_table_cell","Table 1 61835 R2b","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0133","reported_table_cell","Table 1 61835 R3a","3","3","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0134","reported_table_cell","Table 1 61835 R3b","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0135","reported_table_cell","Table 1 61835 HoT","18","18","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0136","reported_table_cell","Table 1 61835 Inner_Bay","9","9","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0137","reported_table_cell","Table 1 61835 Outer_Bay","143","143","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0138","reported_table_cell","Table 1 61835 all_SoBI","2","2","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0139","reported_table_cell","Table 1 61835 total_detections","199","199","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0140","reported_table_cell","Table 1 61835 release_Rx1_days","1.35","1.348043981481482","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0141","reported_table_cell","Table 1 61835 release_HoT_days","3.98","3.98119212962963","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0142","reported_table_cell","Table 1 61835 HoT_inner_days","1.15","1.153425925925926","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0143","reported_table_cell","Table 1 61835 HoT_outer_days","3.62","3.620833333333333","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0144","reported_table_cell","Table 1 61835 HoT_SoBI_days","37.05","37.05099537037037","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0145","reported_table_cell","Table 1 61836 fish_id","61836","61836","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0146","reported_table_cell","Table 1 61836 fork_length_mm","163","163","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0147","reported_table_cell","Table 1 61836 weight_g","42.5","42.5","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0148","reported_table_cell","Table 1 61836 RP1","1","1","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0149","reported_table_cell","Table 1 61836 all_MM","3","3","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0150","reported_table_cell","Table 1 61836 Rx1","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0151","reported_table_cell","Table 1 61836 R1a","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0152","reported_table_cell","Table 1 61836 R1b","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0153","reported_table_cell","Table 1 61836 R2a","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0154","reported_table_cell","Table 1 61836 Rx2b","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0155","reported_table_cell","Table 1 61836 Rx2a","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0156","reported_table_cell","Table 1 61836 R2b","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
